www_bbc_co_uk_food_recipes_pork_and_apple_burger_94249,-4.47856508665601,-4.002506500245839,-3.671602312858941,-2.8540637056956806
www_bbc_co_uk_food_recipes_chickenandchorizoste_88444,-4.308973596934453,-4.196821076614048,-4.09635239136677,-2.425776182320287
www_bbc_co_uk_food_recipes_pork_wellington_with_14154,-4.700596909117529,-4.590535919555056,-4.47856508665601,-2.822976712772728
www_bbc_co_uk_food_recipes_smoked_salmon_00865,-6.044224823918517,-5.467573195663095,-4.890921567407674,-3.1160385925660523
www_bbc_co_uk_food_recipes_cheesesoufflebuckwhe_93524,-4.122052729733779,-4.037076908872248,-3.853093784809712,-2.015379853180206
www_bbc_co_uk_food_recipes_corned_beef_plate_pie_41244,-5.382271688515238,-4.58617162833599,-4.196004367916979,-2.4662837936707684
www_bbc_co_uk_food_recipes_croque_monsieur_kites_99020,-3.9971398110137093,-3.9190890533819176,-3.5635198961566132,-1.6920095827622297
www_bbc_co_uk_food_recipes_braised_steak_with_gravy_24508,-4.122532087403693,-3.776994536375334,-3.4533772646920093,-2.685238151983122
www_bbc_co_uk_food_recipes_pancettabakedeggswit_93866,-4.546263095877068,-4.201504632542272,-4.029797473955959,-2.8585729865432192
www_bbc_co_uk_food_recipes_tamarind-marinated_90215,-6.763929581898385,-5.866182017487665,-4.968434453076945,-2.8572230533917304
www_bbc_co_uk_food_recipes_courgette_and_mint_16928,-3.917251660959968,-3.9086202563945296,-3.8999888518290913,-1.3576105312729303
www_bbc_co_uk_food_recipes_whole_roasted_masala_77631,-4.537693438180676,-4.341952706326108,-3.8992841522729806,-2.501371716060253
www_bbc_co_uk_food_recipes_creamychickenkormawi_90196,-4.968671893192982,-4.3463715570842405,-3.8654156267992628,-2.6637105806698083
www_bbc_co_uk_food_recipes_mediterraneanstylela_83720,-5.089848023490874,-5.010547610793184,-4.931247198095493,-3.917251660959968
www_bbc_co_uk_food_recipes_chickenandbambooshoo_90183,-6.944066814543994,-6.721192494099596,-6.308077548558858,-3.0361610345977286
www_bbc_co_uk_food_recipes_pesto_and_sun-dried_13834,-5.455437658682814,-5.129726043229097,-4.544196847448994,-2.167069693043922
www_bbc_co_uk_food_recipes_cheddarandhameggybre_72058,-3.885638728682578,-3.577798674235968,-3.2699586197893575,-1.9337068184931825
www_bbc_co_uk_food_recipes_searedtunasteakswith_90287,-5.455437658682814,-5.152239507966207,-4.897054464768475,-2.9295688736852283
www_bbc_co_uk_food_recipes_toadinthehole_83871,-5.85591522527994,-5.595411280059354,-5.232608392531972,-1.7953538223737098
www_bbc_co_uk_food_recipes_butternut_and_sweet_49981,-5.282248585452132,-5.073745773963923,-4.940183731989898,-3.414217329823176
www_bbc_co_uk_food_recipes_hot_and_spicy_thai_squid_01824,-6.620044072821196,-4.867978256051546,-4.037156407988434,-2.8527143037715836
www_bbc_co_uk_food_recipes_chicken_parmentier_25434,-3.8066042232007478,-3.301620791522412,-3.113202881029129,-2.415539737012554
www_bbc_co_uk_food_recipes_stirfrylimeandcoconu_80402,-3.602127080738855,-3.5026522209591597,-3.403177361179464,-2.8495544248481424
www_bbc_co_uk_food_recipes_jamaican_jerk_chicken_06470,-8.045704824128642,-6.24981290832423,-4.878005495796706,-2.822976712772728
www_bbc_co_uk_food_recipes_pork_belly_with_lentils_06680,-5.901724761311234,-5.448969603032352,-5.279211682541157,-3.080341647367667
www_bbc_co_uk_food_recipes_lemon_and_lime_chicken_27815,-3.993867176791715,-3.725884952092061,-3.467589977297859,-2.8439817948956896
